Timestamp,Open,High,Low,Close,Value,Trades,SMA_10,SMA_50,RSI_14,Return,Middle_Band,Upper_Band,Lower_Band,Return_Signal,Weekday,Day,Month,Year,TOD
2024-09-10,0.04027,0.06,0.04002,0.05087,515724.88674,286,0.042273,,61.17980422462647,0.26984523215177236,0.045158500000000004,0.06001209467391117,0.030304905326088837,1,1,10,9,2024,0.0
2024-09-11,0.04925,0.05078,0.04631,0.04932,199486.39223,92,0.043183000000000006,,57.13180294041785,-0.030469825044230348,0.0450195,0.05964993903359669,0.030389060966403307,-1,2,11,9,2024,0.0
2024-09-12,0.04818,0.05323,0.04659,0.04888,171364.7151,74,0.04408,,60.05965292841649,-0.008921330089213364,0.04433,0.05656103386773516,0.032098966132264845,-1,3,12,9,2024,0.0
2024-09-13,0.04886,0.05707,0.04867,0.05191,184318.80051,90,0.044617000000000004,,70.71047458579051,0.06198854337152215,0.043902000000000004,0.05420156074689341,0.033602439253106596,1,4,13,9,2024,0.0
2024-09-14,0.05212,0.05393,0.04663,0.05106,34645.28055,36,0.045232,,67.91808873720137,-0.01637449431708715,0.043716500000000005,0.05330069592761686,0.03413230407238315,-1,5,14,9,2024,0.0
2024-09-15,0.04975,0.05877,0.04943,0.05516,37362.67816,38,0.046458,,69.92000000000002,0.08029768899334111,0.044106,0.05487526699357702,0.03333673300642298,1,6,15,9,2024,0.0
2024-09-16,0.05509,0.0699,0.05426,0.05982,444092.2467200002,196,0.04849,,73.7873357228196,0.0844815083393764,0.0449875,0.05779053561865824,0.03218446438134176,1,0,16,9,2024,0.0
2024-09-17,0.05961,0.0699,0.0585,0.05893,112085.71057,69,0.050442,,67.15591248961508,-0.014877967235038314,0.0457445,0.059961668975721236,0.031527331024278765,-1,1,17,9,2024,0.0
2024-09-18,0.05995,0.06609,0.05955,0.06296,125691.45086,72,0.052897000000000007,,73.43547130615426,0.0683862209400985,0.0468195,0.06281299535543154,0.030826004644568458,1,2,18,9,2024,0.0
2024-09-19,0.06317,0.06651,0.061,0.06279,572721.3337999997,149,0.05517,,77.12026179438234,-0.0027001270648031594,0.048101,0.06492152367918742,0.03128047632081257,-1,3,19,9,2024,0.0
2024-09-20,0.06465,0.06731,0.05466,0.05693,42477.1121,49,0.055776000000000006,,72.27191413237927,-0.09332696289218023,0.0490245,0.06564321421335786,0.03240578578664213,-1,4,20,9,2024,0.0
2024-09-21,0.05741,0.06415,0.03918,0.05367,83952.72355,44,0.056211,,66.85579196217495,-0.05726330581415773,0.049697,0.06589887916326535,0.03349512083673464,-1,5,21,9,2024,0.0
2024-09-22,0.05242,0.05578,0.04741,0.04872,190007.1818899999,80,0.05619500000000001,,61.145945945945954,-0.0922302962548911,0.0501375,0.06568483062212557,0.03459016937787442,-1,6,22,9,2024,0.0
2024-09-23,0.04832,0.05736,0.04057,0.04697,748403.2549100001,396,0.055701,,57.454153182308524,-0.03591954022988508,0.050158999999999995,0.06568656042112148,0.034631439578878515,-1,0,23,9,2024,0.0
2024-09-24,0.04563,0.04732,0.04323,0.04501,63336.50117,42,0.055096,,42.18666666666667,-0.041728763040238426,0.050164,0.06568450650285816,0.03464349349714183,-1,1,24,9,2024,0.0
2024-09-25,0.04696,0.05071,0.0457,0.04688,208372.33631,128,0.054268000000000004,,46.77419354838709,0.041546323039324484,0.050363000000000005,0.06559064812334527,0.035135351876654744,1,2,25,9,2024,0.0
2024-09-26,0.04593,0.05066,0.04587,0.04719,252782.8227400001,118,0.053005000000000004,,47.75802600159194,0.006612627986348318,0.0507475,0.06518824917869931,0.03630675082130069,1,3,26,9,2024,0.0
2024-09-27,0.04726,0.05071,0.04443,0.0464,69067.44141,74,0.051752,,42.228490832157966,-0.016740834922653214,0.051097000000000004,0.06469623542742481,0.037497764572575205,-1,4,27,9,2024,0.0
2024-09-28,0.04611,0.04829,0.04425,0.0466,126729.62738,59,0.050115999999999994,,43.59195402298851,0.004310344827586299,0.0515065,0.06394049800208239,0.039072501997917605,1,5,28,9,2024,0.0
2024-09-29,0.04632,0.04766,0.04597,0.04671,35818.06144,35,0.048508,,36.28691983122364,0.0023605150214591752,0.051839,0.06330192311392643,0.04037607688607357,0,6,29,9,2024,0.0
2024-09-30,0.04686,0.04756,0.041,0.04269,248858.19125,124,0.047084,,21.610871726881015,-0.08606294155427108,0.05143,0.06360039548723824,0.03925960451276176,-1,0,30,9,2024,0.0
